course code,course title,course description,active status,start date,end date
SDA  441,Tap IV,"This course includes the study of tap dance technique on an advanced level. Students learn advanced rhythmic patterns while stressing technical and rhythmic accuracy and style. Choreography, performance, and improvisational work are developed over the cou",Active,SP 1819,SP 2425
SDH  200,Digital Humanities & Design I,This experiential learning practicum is designed to give students hands-on experience working with the Digital Humanities Creative Design Firm in order to offer non-profits and small business start-ups in the region assistance with using emerging media to,Active,FA 2122,SP 2122
SDS  300,Capstone,0,Active,SP 2425,SP 2526
SED  750,Early Intervention Child.w/Disabilt,,Inactive,SP 9900,SP 0102
SDT  200,Practical Data Analytics,"A problem- and project-driven course that considers the implications of data and marketing recommendations from data. Data clearing. misrepresentation of data, data mining, and other assorted topics are incorporated in the curriculum. This course prepares",Active,SP 1819,SP 2526
SED  765,Curriculum Leadership & Coaching,"Students will explore standards, principles, practices, personal and organizational behaviors, and leadership approaches to the change process. Students will demonstrate ethical thinking and apply various contemporary theories of effective leadership to t",Active,SP 1819,SP 2526
SDT  300,Capstone,This is a capstone seminar for the Data Analytics major. Students work collaboratively on cumulative research projects based on all of their previously learned techniques and internship experiences. Emphasis is on producing research reports and collective,Active,FA 2021,SP 2526
SDH  400,Digital Humanities & Design II,This second course in a sequential experiential learning practicum is designed to give students hands-on experience developing community partnerships and leading projects for the Digital Humanities Creative Design Firm.  Students will offer non-profits an,Active,SP 2122,SP 2122
SED  835,Advanced Assessment,Designed to prepare prospective teachers to actively participate in the assessment process. All methods of assessment are examined. Students are given instruction in the effective construction and proper use of tests and the legal issues surrounding asses,Inactive,SP 0203,SU 1314
SED  842,Autism Strategies Devel Social Comp,"This course investigates information processing and sensory anomalies, language development and communication strategies, pragmatics, augmentative and alternative communication system (AAC), social skills deficits, and approaches for teaching social skill",Inactive,SP 1011,FA 1819
SDH  430,Internship,Experiential learning experience by arrangement. Credits: Variable When Offered: Fall and spring semester. Repeatable for credit. Permission required.,Active,SP 2223,SP 2324
SDT  503,Bus Intell & Data Visualization,"This course will cover business intelligence, data visualizations, and unique data models to aid in both basic and complex business data-driven decisions, enhanced by artificial intelligence (AI). Unique and complex variables will be incorporated into des",Active,SP 2223,SP 2526
SED  843,Autism: Applied Behavior Analysis,"This course investigates basic principles of applied behavior analysis (ABA). Topics include an historical perspective concerning the application of ABA with individuals with autism/PPD, discrete trial analysis of verbal behavior (e.g., Skinner), and dire",Inactive,SU 1011,SP 1819
SEC  101,Principles of Microeconomics,"Introduction to economic reasoning, terminology, and fundamental concepts. Emphasis on individual economic units, such as the household and the firm and how they affect and are affected by the various market structures existing in American capitalism.  Wh",Active,SP 0203,SP 2526
SED  844,"Autism: Assess, Curriculum & Transi","This course investigates instruments of screening, diagnosis, and identification of specific skills in developmental diagnosis, as well as assessment techniques for identification of skills in developmental domains, such as sensory, oral motor, play, and ",Inactive,SU 1011,SP 1819
SED  845,Instruct.Strategies/Adult Learners,,Inactive,FA 0304,FA 0304
SDS  100,Intro to Data Science,"An introduction to the practice of data science encompassing a broad set of practical data-related skills based on building real analytic applications on real data. Skills include collecting, accessing, and transferring data, applying concepts from machin",Active,SP 2122,SP 2526
SED  850,Seminar in Education of the Gifted,"This course investigates selected topics related to gifted individuals. The focus is on: assessment issues, instructional designs, delivery systems, promising practices, state standards and guidelines, and characteristics of individuals who are considered",Inactive,SU 1011,SP 2223
SEC  251,Issues in International Development,,Inactive,FA 9697,FA 9596
SED  852,Foundations of Early Interventions,"Focus is on young children with disabilities in various setting including home, school, Head Start, early care programs, and early intervention programs.  Overview of issues facing young children with disabilities, including infants and toddlers, within t",Inactive,SU 1415,SU 1314
SDS  410,Independent Study,,Active,FA 2425,FA 2526
SED  910,Pre-student Teaching Lab,,Inactive,FA 9798,FA 9798
SDT  100,Intro Data Sci & Analytics with AI,"This course introduces students to fundamental data science concepts and their applications in business. Students will learn descriptive and inferential statistics using tools like Excel and Power BI, along with an introduction to AI tools. The focus is o",Active,SP 1718,CS 2526
SEL  098,Basic English,,Inactive,SU 9596,SU 9495
SED  200,Psychology in Education,,Inactive,SP 9596,FA 9596
SEL  110,Composition and Rhetoric,,Inactive,SP 0203,FA 0506
SED  209,Characteristics and Strategies II,"Examines the causes and characteristics of individuals with severe and profound disabilities. Emphasis is placed on identification, legal issues, programming, assessment, instructional models, transition, research, and promising practices.  Field experien",Active,SP 0203,SP 2526
SEL  150,Introduction to English Studies,"Introduces the study of English with a focus on foundational skills for college and career. Emphasis on literary forms, close reading, analysis, and the research process. Practice in writing the literary essay and other genres. Discussion of careers for E",Active,SP 0203,CA 2526
